ticker,model_id,model_name,passed,score,reasons,failed_criteria,details
360.AX,graham_defensive,Graham Defensive,False,0.25,['Current ratio >= 2: CR=5.60'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'no dividend']",
360.AX,graham_enterprising,Graham Enterprising,False,0.6,"['P/E < 25: P/E=25.0', 'Debt/equity < 100%: D/E=51%', 'ROE > 8%: ROE=30.1%']","['P/B >= 3', 'negative earnings growth']",
360.AX,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
360.AX,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']",
360.AX,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
360.AX,earnings_yield,Earnings Yield,False,0.3337,['E/P=4.0% (P/E=25.0)'],['earnings yield 4.0% below 8%'],
360.AX,fcf_yield,FCF Yield,False,0.1549,['FCF yield=1.5%'],['FCF yield 1.5% below 5%'],
360.AX,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']",
360.AX,lynch_peg,Lynch PEG,False,0.2,[],['missing or negative earnings growth'],
360.AX,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=-25.1%', 'yield=nan%']",['PEGY nan >= 1.0'],
360.AX,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=30.1%', 'Profit margin >= 5%: margin=25.7%', 'Debt/equity < 80%: D/E=51%']","['P/E >= 20', 'FCF yield below 3%']",
360.AX,buffett_quality,Buffett Quality,True,1.0,"['ROE >= 15%: ROE=30.1%', 'D/E < 60.0%: D/E=51%', 'margin >= 8%: margin=25.7%', 'P/E < 25.0: P/E=25.0']",[],
360.AX,economic_moat,Economic Moat,True,0.75,"['high ROE=30.1%', 'solid ROA=15.7%', 'wide margin=25.7%']",['leverage too high'],
360.AX,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield'],
360.AX,dividend_growth,Dividend Growth,False,0.3333,['reasonable P/E: P/E=25.0'],"['yield too low', 'earnings not growing']",
360.AX,magic_formula,Magic Formula,False,0.157,[],['below top half on combined Magic Formula rank'],
360.AX,acquirers_multiple,Acquirer's Multiple,False,0.0296,"['EV/EBIT=242.0', 'universe rank 3%']","['EV/EBIT 242.0 above 12.0', 'not in top 40% cheapest on EV/EBIT']",
360.AX,dreman_contrarian,Dreman Contrarian,False,0.2568,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']",
360.AX,piotroski_f,Piotroski F-Score,False,0.5556,"['F-Score=5/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'current ratio improving', 'gross margin improving']","['F-Score 5/9 below 7', 'OCF > net income', 'leverage declining', 'no share dilution', 'asset turnover improving']","{'f_score': 5, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': True}, {'name': 'OCF > net income', 'passed': False}, {'name': 'leverage declining', 'passed': False}, {'name': 'current ratio improving', 'passed': True}, {'name': 'no share dilution', 'passed': False}, {'name': 'gross margin improving', 'passed': True}, {'name': 'asset turnover improving', 'passed': False}]}"
360.AX,composite_value,Composite Value,False,0.4922,['top-tier on trailing_pe (percentile 100%)'],['missing dividend_yield'],
360.AX,earnings_quality,Earnings Quality,False,0.3333,['ratio=6.48%'],"['weak free-cash conversion', 'operating cash below earnings']",
360.AX,financial_health,Financial Health,True,1.0,"['D/E=51%', 'leverage=32.3%', 'CR=6.26', 'ratio=-6.1', 'insufficient data — skipped']",[],
