ticker,model_id,model_name,passed,score,reasons,failed_criteria,details
ADS.DE,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=161.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']",
ADS.DE,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=22.5', 'Debt/equity < 100%: D/E=94%', 'ROE > 8%: ROE=22.9%', 'Positive earnings growth: growth=13.3%']",['P/B >= 3'],
ADS.DE,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
ADS.DE,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']",
ADS.DE,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
ADS.DE,earnings_yield,Earnings Yield,False,0.3711,['E/P=4.5% (P/E=22.5)'],['earnings yield 4.5% below 8%'],
ADS.DE,fcf_yield,FCF Yield,False,1.0,['FCF yield=nan%'],['FCF yield nan% below 5%'],
ADS.DE,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=161.0%'],['P/E not below 12.0'],
ADS.DE,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.69', 'growth=13.3%']",['PEG 1.69 >= 1.0'],
ADS.DE,neff_pegy,Neff PEGY,True,0.8712,"['PEGY=0.13', 'growth=13.3%', 'yield=161.0%']",[],
ADS.DE,quality_value,Quality Value,False,0.4,"['ROE >= 12%: ROE=22.9%', 'Profit margin >= 5%: margin=5.5%']","['high leverage', 'P/E >= 20', 'FCF yield below 3%']",
ADS.DE,buffett_quality,Buffett Quality,False,0.5,"['ROE >= 15%: ROE=22.9%', 'P/E < 25.0: P/E=22.5']","['too much debt', 'thin margins']",
ADS.DE,economic_moat,Economic Moat,False,0.25,['high ROE=22.9%'],"['ROA below 8%', 'margins below 12%', 'leverage too high']",
ADS.DE,high_dividend,High Dividend Yield,False,0.25,"['yield=161.0%', 'universe rank 25%']",['not in top quartile for yield'],
ADS.DE,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=161.0%', 'earnings growth: growth=13.3%', 'reasonable P/E: P/E=22.5']",[],
ADS.DE,magic_formula,Magic Formula,True,0.6401,"['earnings yield rank 54%', 'ROIC rank 74%']",[],
ADS.DE,acquirers_multiple,Acquirer's Multiple,False,0.561,"['EV/EBIT=17.4', 'universe rank 56%']","['EV/EBIT 17.4 above 12.0', 'not in top 40% cheapest on EV/EBIT']",
ADS.DE,dreman_contrarian,Dreman Contrarian,False,0.3265,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe', 'dividend yield below median']",
ADS.DE,piotroski_f,Piotroski F-Score,True,0.7778,"['F-Score=7/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'current ratio improving', 'no share dilution', 'gross margin improving', 'asset turnover improving']","['OCF > net income', 'leverage declining']","{'f_score': 7, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': True}, {'name': 'OCF > net income', 'passed': False}, {'name': 'leverage declining', 'passed': False}, {'name': 'current ratio improving', 'passed': True}, {'name': 'no share dilution', 'passed': True}, {'name': 'gross margin improving', 'passed': True}, {'name': 'asset turnover improving', 'passed': True}]}"
ADS.DE,composite_value,Composite Value,False,0.4653,[],['missing fcf_yield'],
ADS.DE,earnings_quality,Earnings Quality,False,0.3333,['ratio=2.91%'],"['weak free-cash conversion', 'operating cash below earnings']",
ADS.DE,financial_health,Financial Health,False,0.8,"['leverage=27.4%', 'CR=1.32', 'ratio=2.1', 'coverage=9.0x']",['high debt to equity'],
ADYEN.AS,graham_defensive,Graham Defensive,False,0.0,[],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']",
ADYEN.AS,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=23.8', 'Debt/equity < 100%: D/E=5%', 'ROE > 8%: ROE=22.3%', 'Positive earnings growth: growth=11.9%']",['P/B >= 3'],
ADYEN.AS,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
ADYEN.AS,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=5%'],['P/B too high'],
ADYEN.AS,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
ADYEN.AS,earnings_yield,Earnings Yield,False,0.35,['E/P=4.2% (P/E=23.8)'],['earnings yield 4.2% below 8%'],
ADYEN.AS,fcf_yield,FCF Yield,False,0.2115,['FCF yield=2.1%'],['FCF yield 2.1% below 5%'],
ADYEN.AS,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']",
ADYEN.AS,lynch_peg,Lynch PEG,False,0.0,"['PEG=2.00', 'growth=11.9%']",['PEG 2.00 >= 1.0'],
ADYEN.AS,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=11.9%', 'yield=nan%']",['PEGY nan >= 1.0'],
