ticker,model_id,model_name,passed,score,reasons,failed_criteria
ADS.DE,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=155.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
ADS.DE,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=23.5', 'Debt/equity < 100%: D/E=94%', 'ROE > 8%: ROE=22.9%', 'Positive earnings growth: growth=13.3%']",['P/B >= 3']
ADS.DE,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
ADS.DE,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
ADS.DE,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
ADS.DE,earnings_yield,Earnings Yield,False,0.3548,['E/P=4.3% (P/E=23.5)'],['earnings yield 4.3% below 8%']
ADS.DE,fcf_yield,FCF Yield,False,1.0,['FCF yield=nan%'],['FCF yield nan% below 5%']
ADS.DE,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=155.0%'],['P/E not below 12.0']
ADS.DE,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.77', 'growth=13.3%']",['PEG 1.77 >= 1.0']
ADS.DE,neff_pegy,Neff PEGY,True,0.8604,"['PEGY=0.14', 'growth=13.3%', 'yield=155.0%']",[]
ADS.DE,quality_value,Quality Value,False,0.4,"['ROE >= 12%: ROE=22.9%', 'Profit margin >= 5%: margin=5.5%']","['high leverage', 'P/E >= 20', 'FCF yield below 3%']"
ADS.DE,buffett_quality,Buffett Quality,False,0.5,"['ROE >= 15%: ROE=22.9%', 'P/E < 25.0: P/E=23.5']","['too much debt', 'thin margins']"
ADS.DE,economic_moat,Economic Moat,False,0.25,['high ROE=22.9%'],"['ROA below 8%', 'margins below 12%', 'leverage too high']"
ADS.DE,high_dividend,High Dividend Yield,False,0.2083,"['yield=155.0%', 'universe rank 21%']",['not in top quartile for yield']
ADS.DE,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=155.0%', 'earnings growth: growth=13.3%', 'reasonable P/E: P/E=23.5']",[]
ADS.DE,magic_formula,Magic Formula,True,0.6337,"['earnings yield rank 52%', 'ROIC rank 74%']",[]
ADS.DE,acquirers_multiple,Acquirer's Multiple,False,0.5476,"['EV/EBIT=18.0', 'universe rank 55%']","['EV/EBIT 18.0 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
ADS.DE,dreman_contrarian,Dreman Contrarian,False,0.2944,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe', 'dividend yield below median']"
ADS.DE,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'ROA improving', 'current ratio improving', 'no share dilution', 'gross margin improving', 'asset turnover improving']","['F-Score 6/9 below 7', 'positive operating cash flow', 'OCF > net income', 'leverage declining']"
ADS.DE,composite_value,Composite Value,False,0.4479,[],['missing fcf_yield']
ADS.DE,earnings_quality,Earnings Quality,False,0.3333,['insufficient data — skipped'],"['weak free-cash conversion', 'missing OCF']"
ADS.DE,financial_health,Financial Health,False,0.8,"['leverage=27.4%', 'CR=1.32', 'ratio=2.1', 'coverage=9.0x']",['high debt to equity']
ADYEN.AS,graham_defensive,Graham Defensive,False,0.0,[],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']"
ADYEN.AS,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=24.8', 'Debt/equity < 100%: D/E=5%', 'ROE > 8%: ROE=22.3%', 'Positive earnings growth: growth=11.9%']",['P/B >= 3']
ADYEN.AS,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
ADYEN.AS,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=5%'],['P/B too high']
ADYEN.AS,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
ADYEN.AS,earnings_yield,Earnings Yield,False,0.3358,['E/P=4.0% (P/E=24.8)'],['earnings yield 4.0% below 8%']
ADYEN.AS,fcf_yield,FCF Yield,False,0.2033,['FCF yield=2.0%'],['FCF yield 2.0% below 5%']
ADYEN.AS,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']"
ADYEN.AS,lynch_peg,Lynch PEG,False,0.0,"['PEG=2.09', 'growth=11.9%']",['PEG 2.09 >= 1.0']
ADYEN.AS,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=11.9%', 'yield=nan%']",['PEGY nan >= 1.0']
ADYEN.AS,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=22.3%', 'Profit margin >= 5%: margin=44.7%', 'Debt/equity < 80%: D/E=5%']","['P/E >= 20', 'FCF yield below 3%']"
ADYEN.AS,buffett_quality,Buffett Quality,True,1.0,"['ROE >= 15%: ROE=22.3%', 'D/E < 60.0%: D/E=5%', 'margin >= 8%: margin=44.7%', 'P/E < 25.0: P/E=24.8']",[]
ADYEN.AS,economic_moat,Economic Moat,True,1.0,"['high ROE=22.3%', 'solid ROA=8.7%', 'wide margin=44.7%', 'low leverage D/E=5%']",[]
ADYEN.AS,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
ADYEN.AS,dividend_growth,Dividend Growth,False,0.6667,"['earnings growth: growth=11.9%', 'reasonable P/E: P/E=24.8']",['yield too low']
ADYEN.AS,magic_formula,Magic Formula,True,0.7427,"['earnings yield rank 69%', 'ROIC rank 79%']",[]
ADYEN.AS,acquirers_multiple,Acquirer's Multiple,False,0.7143,"['EV/EBIT=14.3', 'universe rank 71%']",['EV/EBIT 14.3 above 12.0']
ADYEN.AS,dreman_contrarian,Dreman Contrarian,False,0.3383,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']"
ADYEN.AS,piotroski_f,Piotroski F-Score,False,0.5556,"['F-Score=5/9', 'positive net income', 'ROA improving', 'current ratio improving', 'no share dilution', 'asset turnover improving']","['F-Score 5/9 below 7', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'gross margin improving']"
ADYEN.AS,composite_value,Composite Value,True,0.6719,"['top-tier on trailing_pe (percentile 75%)', 'top-tier on ev_ebitda (percentile 100%)']",['missing dividend_yield']
ADYEN.AS,earnings_quality,Earnings Quality,False,0.3333,['insufficient data — skipped'],"['weak free-cash conversion', 'missing OCF']"
ADYEN.AS,financial_health,Financial Health,True,1.0,"['D/E=5%', 'leverage=2.1%', 'CR=1.72', 'ratio=-8.8', 'coverage=55.6x']",[]
AD.AS,graham_defensive,Graham Defensive,False,0.5,"['P/E < 15: P/E=14.4', 'Dividend payer: yield=402.00%']","['valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
AD.AS,graham_enterprising,Graham Enterprising,True,0.8,"['P/E < 25: P/E=14.4', 'P/B < 3: P/B=2.16', 'ROE > 8%: ROE=15.0%', 'Positive earnings growth: growth=3.3%']",['excessive leverage']
AD.AS,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
AD.AS,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
AD.AS,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
AD.AS,earnings_yield,Earnings Yield,False,0.5785,['E/P=6.9% (P/E=14.4)'],['earnings yield 6.9% below 8%']
AD.AS,fcf_yield,FCF Yield,True,0.8294,['FCF yield=8.3%'],[]
AD.AS,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=402.0%'],['P/E not below 12.0']
AD.AS,lynch_peg,Lynch PEG,False,0.0,"['PEG=4.37', 'growth=3.3%']","['growth 3.3% below 5% floor', 'PEG 4.37 >= 1.0']"
AD.AS,neff_pegy,Neff PEGY,True,0.9645,"['PEGY=0.04', 'growth=3.3%', 'yield=402.0%']",[]
AD.AS,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=15.0%', 'P/E < 20: P/E=14.4', 'FCF yield >= 3%: FCF yield=8.3%']","['thin margins', 'high leverage']"
AD.AS,buffett_quality,Buffett Quality,False,0.25,['P/E < 25.0: P/E=14.4'],"['ROE too low', 'too much debt', 'thin margins']"
AD.AS,economic_moat,Economic Moat,False,0.0,[],"['ROE below 18%', 'ROA below 8%', 'margins below 12%', 'leverage too high']"
AD.AS,high_dividend,High Dividend Yield,False,0.625,"['yield=402.0%', 'universe rank 62%']",['not in top quartile for yield']
AD.AS,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=402.0%', 'earnings growth: growth=3.3%', 'reasonable P/E: P/E=14.4']",[]
AD.AS,magic_formula,Magic Formula,True,0.5018,['earnings yield rank 62%'],[]
AD.AS,acquirers_multiple,Acquirer's Multiple,False,0.6429,"['EV/EBIT=15.4', 'universe rank 64%']",['EV/EBIT 15.4 above 12.0']
AD.AS,dreman_contrarian,Dreman Contrarian,False,0.5902,['dividend rank 62%'],"['P/E not in bottom quartile', 'P/B not cheap vs universe']"
AD.AS,piotroski_f,Piotroski F-Score,False,0.5556,"['F-Score=5/9', 'positive net income', 'ROA improving', 'leverage declining', 'no share dilution', 'asset turnover improving']","['F-Score 5/9 below 7', 'positive operating cash flow', 'OCF > net income', 'current ratio improving', 'gross margin improving']"
AD.AS,composite_value,Composite Value,True,0.8333,"['top-tier on trailing_pe (percentile 100%)', 'top-tier on price_to_book (percentile 75%)', 'top-tier on dividend_yield (percentile 75%)', 'top-tier on ev_ebitda (percentile 100%)']",[]
AD.AS,earnings_quality,Earnings Quality,False,0.6667,"['FCF/NI=1.17', 'insufficient data — skipped']",['missing OCF']
AD.AS,financial_health,Financial Health,False,0.6,"['leverage=37.5%', 'ratio=2.9', 'coverage=3.7x']","['high debt to equity', 'weak liquidity']"
AI.PA,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=191.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
AI.PA,graham_enterprising,Graham Enterprising,False,0.6,"['Debt/equity < 100%: D/E=51%', 'ROE > 8%: ROE=13.4%', 'Positive earnings growth: growth=5.3%']","['P/E >= 25', 'P/B >= 3']"
AI.PA,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
AI.PA,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
AI.PA,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
AI.PA,earnings_yield,Earnings Yield,False,0.2607,['E/P=3.1% (P/E=32.0)'],['earnings yield 3.1% below 8%']
AI.PA,fcf_yield,FCF Yield,False,0.1358,['FCF yield=1.4%'],['FCF yield 1.4% below 5%']
