ticker,model_id,model_name,passed,score,reasons,failed_criteria,details
AEM.TO,graham_defensive,Graham Defensive,False,0.5,"['Current ratio >= 2: CR=2.86', 'Dividend payer: yield=94.00%']","['P/E >= 15', 'valuation too rich on P/B or P/E×P/B']",
AEM.TO,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=15.9', 'Debt/equity < 100%: D/E=1%', 'ROE > 8%: ROE=23.0%', 'Positive earnings growth: growth=49.4%']",['P/B >= 3'],
AEM.TO,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
AEM.TO,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=1%'],['P/B too high'],
AEM.TO,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
AEM.TO,earnings_yield,Earnings Yield,False,0.5241,['E/P=6.3% (P/E=15.9)'],['earnings yield 6.3% below 8%'],
AEM.TO,fcf_yield,FCF Yield,False,0.3267,['FCF yield=3.3%'],['FCF yield 3.3% below 5%'],
AEM.TO,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=94.0%'],['P/E not below 12.0'],
AEM.TO,lynch_peg,Lynch PEG,True,0.6781,"['PEG=0.32', 'growth=49.4%']",[],
AEM.TO,neff_pegy,Neff PEGY,True,0.8891,"['PEGY=0.11', 'growth=49.4%', 'yield=94.0%']",[],
AEM.TO,quality_value,Quality Value,True,1.0,"['ROE >= 12%: ROE=23.0%', 'Profit margin >= 5%: margin=40.4%', 'Debt/equity < 80%: D/E=1%', 'P/E < 20: P/E=15.9', 'FCF yield >= 3%: FCF yield=3.3%']",[],
AEM.TO,buffett_quality,Buffett Quality,True,1.0,"['ROE >= 15%: ROE=23.0%', 'D/E < 60.0%: D/E=1%', 'margin >= 8%: margin=40.4%', 'P/E < 25.0: P/E=15.9']",[],
AEM.TO,economic_moat,Economic Moat,True,1.0,"['high ROE=23.0%', 'solid ROA=12.9%', 'wide margin=40.4%', 'low leverage D/E=1%']",[],
AEM.TO,high_dividend,High Dividend Yield,False,0.2545,"['yield=94.0%', 'universe rank 25%']",['not in top quartile for yield'],
AEM.TO,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=94.0%', 'earnings growth: growth=49.4%', 'reasonable P/E: P/E=15.9']",[],
AEM.TO,magic_formula,Magic Formula,True,0.6935,"['earnings yield rank 51%', 'ROIC rank 88%']",[],
AEM.TO,acquirers_multiple,Acquirer's Multiple,False,0.4906,"['EV/EBIT=20.2', 'universe rank 49%']","['EV/EBIT 20.2 above 12.0', 'not in top 40% cheapest on EV/EBIT']",
AEM.TO,dreman_contrarian,Dreman Contrarian,False,0.4608,['low P/E rank 77%'],"['P/B not cheap vs universe', 'dividend yield below median']",
AEM.TO,piotroski_f,Piotroski F-Score,True,1.0,"['F-Score=9/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'current ratio improving', 'no share dilution', 'gross margin improving', 'asset turnover improving']",[],"{'f_score': 9, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': True}, {'name': 'OCF > net income', 'passed': True}, {'name': 'leverage declining', 'passed': True}, {'name': 'current ratio improving', 'passed': True}, {'name': 'no share dilution', 'passed': True}, {'name': 'gross margin improving', 'passed': True}, {'name': 'asset turnover improving', 'passed': True}]}"
AEM.TO,composite_value,Composite Value,False,0.5071,[],[],
AEM.TO,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=0.96', 'OCF/NI=1.53', 'ratio=-6.83%']",[],
AEM.TO,financial_health,Financial Health,True,1.0,"['D/E=1%', 'leverage=0.9%', 'CR=2.02', 'ratio=-0.3', 'coverage=189.2x']",[],
ATD.TO,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=94.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']",
ATD.TO,graham_enterprising,Graham Enterprising,False,0.6,"['P/E < 25: P/E=19.6', 'Debt/equity < 100%: D/E=76%', 'ROE > 8%: ROE=20.1%']","['P/B >= 3', 'negative earnings growth']",
ATD.TO,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
ATD.TO,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']",
ATD.TO,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
ATD.TO,earnings_yield,Earnings Yield,False,0.4259,['E/P=5.1% (P/E=19.6)'],['earnings yield 5.1% below 8%'],
