ticker,model_id,model_name,passed,score,reasons,failed_criteria,details
ADBE,graham_defensive,Graham Defensive,False,0.25,['P/E < 15: P/E=13.4'],"['valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']",
ADBE,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=13.4', 'Debt/equity < 100%: D/E=58%', 'ROE > 8%: ROE=61.9%', 'Positive earnings growth: growth=10.5%']",['P/B >= 3'],
ADBE,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
ADBE,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']",
ADBE,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
ADBE,earnings_yield,Earnings Yield,False,0.6201,['E/P=7.4% (P/E=13.4)'],['earnings yield 7.4% below 8%'],
ADBE,fcf_yield,FCF Yield,True,0.984,['FCF yield=9.8%'],[],
ADBE,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']",
ADBE,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.28', 'growth=10.5%']",['PEG 1.28 >= 1.0'],
ADBE,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=10.5%', 'yield=nan%']",['PEGY nan >= 1.0'],
ADBE,quality_value,Quality Value,True,1.0,"['ROE >= 12%: ROE=61.9%', 'Profit margin >= 5%: margin=28.0%', 'Debt/equity < 80%: D/E=58%', 'P/E < 20: P/E=13.4', 'FCF yield >= 3%: FCF yield=9.8%']",[],
ADBE,buffett_quality,Buffett Quality,True,1.0,"['ROE >= 15%: ROE=61.9%', 'D/E < 60.0%: D/E=58%', 'margin >= 8%: margin=28.0%', 'P/E < 25.0: P/E=13.4']",[],
ADBE,economic_moat,Economic Moat,True,0.75,"['high ROE=61.9%', 'solid ROA=24.2%', 'wide margin=28.0%']",['leverage too high'],
ADBE,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield'],
ADBE,dividend_growth,Dividend Growth,False,0.6667,"['earnings growth: growth=10.5%', 'reasonable P/E: P/E=13.4']",['yield too low'],
ADBE,magic_formula,Magic Formula,True,0.9356,"['earnings yield rank 97%', 'ROIC rank 90%']",[],
ADBE,acquirers_multiple,Acquirer's Multiple,True,0.8713,"['EV/EBIT=10.8', 'universe rank 87%']",[],
ADBE,dreman_contrarian,Dreman Contrarian,False,0.748,['low P/E rank 96%'],['P/B not cheap vs universe'],
ADBE,piotroski_f,Piotroski F-Score,True,0.7778,"['F-Score=7/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'no share dilution', 'gross margin improving', 'asset turnover improving']","['leverage declining', 'current ratio improving']","{'f_score': 7, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': True}, {'name': 'OCF > net income', 'passed': True}, {'name': 'leverage declining', 'passed': False}, {'name': 'current ratio improving', 'passed': False}, {'name': 'no share dilution', 'passed': True}, {'name': 'gross margin improving', 'passed': True}, {'name': 'asset turnover improving', 'passed': True}]}"
ADBE,composite_value,Composite Value,True,0.9303,"['top-tier on trailing_pe (percentile 100%)', 'top-tier on price_to_book (percentile 76%)', 'top-tier on fcf_yield (percentile 98%)', 'top-tier on ev_ebitda (percentile 98%)']",['missing dividend_yield'],
ADBE,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=1.31', 'OCF/NI=1.41', 'ratio=-9.84%']",[],
ADBE,financial_health,Financial Health,False,0.8,"['D/E=58%', 'leverage=22.5%', 'ratio=0.1', 'coverage=33.1x']",['weak liquidity'],
AMD,graham_defensive,Graham Defensive,False,0.25,['Current ratio >= 2: CR=2.61'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'no dividend']",
AMD,graham_enterprising,Graham Enterprising,False,0.6,"['Debt/equity < 100%: D/E=6%', 'ROE > 8%: ROE=10.2%', 'Positive earnings growth: growth=159.5%']","['P/E >= 25', 'P/B >= 3']",
AMD,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
AMD,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=6%'],['P/B too high'],
AMD,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
AMD,earnings_yield,Earnings Yield,False,0.0534,['E/P=0.6% (P/E=156.1)'],['earnings yield 0.6% below 8%'],
AMD,fcf_yield,FCF Yield,False,0.0861,['FCF yield=0.9%'],['FCF yield 0.9% below 5%'],
AMD,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']",
AMD,lynch_peg,Lynch PEG,True,0.021,"['PEG=0.98', 'growth=159.5%']",[],
AMD,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=159.5%', 'yield=nan%']",['PEGY nan >= 1.0'],
AMD,quality_value,Quality Value,False,0.4,"['Profit margin >= 5%: margin=15.6%', 'Debt/equity < 80%: D/E=6%']","['ROE below 12%', 'P/E >= 20', 'FCF yield below 3%']",
AMD,buffett_quality,Buffett Quality,False,0.5,"['D/E < 60.0%: D/E=6%', 'margin >= 8%: margin=15.6%']","['ROE too low', 'P/E too high']",
AMD,economic_moat,Economic Moat,False,0.5,"['wide margin=15.6%', 'low leverage D/E=6%']","['ROE below 18%', 'ROA below 8%']",
AMD,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield'],
AMD,dividend_growth,Dividend Growth,False,0.3333,['earnings growth: growth=159.5%'],"['yield too low', 'P/E out of range']",
AMD,magic_formula,Magic Formula,False,0.1832,[],['below top half on combined Magic Formula rank'],
AMD,acquirers_multiple,Acquirer's Multiple,False,0.0693,"['EV/EBIT=275.7', 'universe rank 7%']","['EV/EBIT 275.7 above 12.0', 'not in top 40% cheapest on EV/EBIT']",
AMD,dreman_contrarian,Dreman Contrarian,False,0.1795,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']",
AMD,piotroski_f,Piotroski F-Score,True,0.8889,"['F-Score=8/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'current ratio improving', 'no share dilution', 'gross margin improving', 'asset turnover improving']",['leverage declining'],"{'f_score': 8, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': True}, {'name': 'OCF > net income', 'passed': True}, {'name': 'leverage declining', 'passed': False}, {'name': 'current ratio improving', 'passed': True}, {'name': 'no share dilution', 'passed': True}, {'name': 'gross margin improving', 'passed': True}, {'name': 'asset turnover improving', 'passed': True}]}"
AMD,composite_value,Composite Value,False,0.2971,[],['missing dividend_yield'],
AMD,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=2.04', 'OCF/NI=1.78', 'ratio=-4.39%']",[],
AMD,financial_health,Financial Health,True,1.0,"['D/E=6%', 'leverage=5.0%', 'CR=2.85', 'ratio=-0.9', 'coverage=28.2x']",[],
ABNB,graham_defensive,Graham Defensive,False,0.0,[],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']",
ABNB,graham_enterprising,Graham Enterprising,False,0.6,"['Debt/equity < 100%: D/E=32%', 'ROE > 8%: ROE=34.5%', 'Positive earnings growth: growth=33.4%']","['P/E >= 25', 'P/B >= 3']",
ABNB,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
ABNB,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=32%'],['P/B too high'],
ABNB,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
ABNB,earnings_yield,Earnings Yield,False,0.2444,['E/P=2.9% (P/E=34.1)'],['earnings yield 2.9% below 8%'],
ABNB,fcf_yield,FCF Yield,False,0.3538,['FCF yield=3.5%'],['FCF yield 3.5% below 5%'],
ABNB,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']",
ABNB,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.02', 'growth=33.4%']",['PEG 1.02 >= 1.0'],
ABNB,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=33.4%', 'yield=nan%']",['PEGY nan >= 1.0'],
ABNB,quality_value,Quality Value,True,0.8,"['ROE >= 12%: ROE=34.5%', 'Profit margin >= 5%: margin=20.4%', 'Debt/equity < 80%: D/E=32%', 'FCF yield >= 3%: FCF yield=3.5%']",['P/E >= 20'],
ABNB,buffett_quality,Buffett Quality,False,0.75,"['ROE >= 15%: ROE=34.5%', 'D/E < 60.0%: D/E=32%', 'margin >= 8%: margin=20.4%']",['P/E too high'],
ABNB,economic_moat,Economic Moat,True,1.0,"['high ROE=34.5%', 'solid ROA=11.3%', 'wide margin=20.4%', 'low leverage D/E=32%']",[],
ABNB,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield'],
ABNB,dividend_growth,Dividend Growth,False,0.3333,['earnings growth: growth=33.4%'],"['yield too low', 'P/E out of range']",
ABNB,magic_formula,Magic Formula,True,0.6535,"['earnings yield rank 51%', 'ROIC rank 79%']",[],
ABNB,acquirers_multiple,Acquirer's Multiple,False,0.4158,"['EV/EBIT=31.3', 'universe rank 42%']","['EV/EBIT 31.3 above 12.0', 'not in top 40% cheapest on EV/EBIT']",
ABNB,dreman_contrarian,Dreman Contrarian,False,0.4473,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']",
ABNB,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'no share dilution', 'asset turnover improving']","['F-Score 6/9 below 7', 'ROA improving', 'current ratio improving', 'gross margin improving']","{'f_score': 6, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': False}, {'name': 'OCF > net income', 'passed': True}, {'name': 'leverage declining', 'passed': True}, {'name': 'current ratio improving', 'passed': False}, {'name': 'no share dilution', 'passed': True}, {'name': 'gross margin improving', 'passed': False}, {'name': 'asset turnover improving', 'passed': True}]}"
ABNB,composite_value,Composite Value,False,0.4261,[],['missing dividend_yield'],
ABNB,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=1.28', 'OCF/NI=1.85', 'ratio=-9.61%']",[],
ABNB,financial_health,Financial Health,True,1.0,"['D/E=32%', 'leverage=9.3%', 'CR=1.38', 'ratio=-3.5', 'insufficient data — skipped']",[],
ALNY,graham_defensive,Graham Defensive,False,0.25,['Current ratio >= 2: CR=3.06'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'no dividend']",
ALNY,graham_enterprising,Graham Enterprising,False,0.2,['ROE > 8%: ROE=96.6%'],"['P/E >= 25', 'P/B >= 3', 'excessive leverage', 'negative earnings growth']",
ALNY,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
ALNY,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']",
ALNY,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
ALNY,earnings_yield,Earnings Yield,False,0.1943,['E/P=2.3% (P/E=42.9)'],['earnings yield 2.3% below 8%'],
ALNY,fcf_yield,FCF Yield,False,0.0813,['FCF yield=0.8%'],['FCF yield 0.8% below 5%'],
ALNY,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']",
ALNY,lynch_peg,Lynch PEG,False,0.0,"['PEG=nan', 'growth=nan%']",[],
ALNY,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=nan%', 'yield=nan%']",['PEGY nan >= 1.0'],
ALNY,quality_value,Quality Value,False,0.4,"['ROE >= 12%: ROE=96.6%', 'Profit margin >= 5%: margin=16.1%']","['high leverage', 'P/E >= 20', 'FCF yield below 3%']",
ALNY,buffett_quality,Buffett Quality,False,0.5,"['ROE >= 15%: ROE=96.6%', 'margin >= 8%: margin=16.1%']","['too much debt', 'P/E too high']",
ALNY,economic_moat,Economic Moat,False,0.5,"['high ROE=96.6%', 'wide margin=16.1%']","['ROA below 8%', 'leverage too high']",
ALNY,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield'],
ALNY,dividend_growth,Dividend Growth,False,0.0,[],"['yield too low', 'earnings not growing', 'P/E out of range']",
ALNY,magic_formula,Magic Formula,False,0.3762,[],['below top half on combined Magic Formula rank'],
ALNY,acquirers_multiple,Acquirer's Multiple,False,0.1782,"['EV/EBIT=65.9', 'universe rank 18%']","['EV/EBIT 65.9 above 12.0', 'not in top 40% cheapest on EV/EBIT']",
ALNY,dreman_contrarian,Dreman Contrarian,False,0.2408,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']",
ALNY,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'asset turnover improving']","['F-Score 6/9 below 7', 'current ratio improving', 'no share dilution', 'gross margin improving']","{'f_score': 6, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': True}, {'name': 'OCF > net income', 'passed': True}, {'name': 'leverage declining', 'passed': True}, {'name': 'current ratio improving', 'passed': False}, {'name': 'no share dilution', 'passed': False}, {'name': 'gross margin improving', 'passed': False}, {'name': 'asset turnover improving', 'passed': True}]}"
ALNY,composite_value,Composite Value,False,0.1753,[],['missing dividend_yield'],
ALNY,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=0.87', 'OCF/NI=1.67', 'ratio=-4.24%']",[],
ALNY,financial_health,Financial Health,False,0.6,"['leverage=25.7%', 'CR=2.76', 'ratio=-0.3']","['high debt to equity', 'weak interest coverage']",
GOOGL,graham_defensive,Graham Defensive,False,0.5,"['Current ratio >= 2: CR=2.72', 'Dividend payer: yield=26.00%']","['P/E >= 15', 'valuation too rich on P/B or P/E×P/B']",
GOOGL,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=16.9', 'Debt/equity < 100%: D/E=19%', 'ROE > 8%: ROE=48.7%', 'Positive earnings growth: growth=294.0%']",['P/B >= 3'],
GOOGL,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
GOOGL,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=19%'],['P/B too high'],
GOOGL,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
GOOGL,earnings_yield,Earnings Yield,False,0.4917,['E/P=5.9% (P/E=16.9)'],['earnings yield 5.9% below 8%'],
GOOGL,fcf_yield,FCF Yield,False,0.0541,['FCF yield=0.5%'],['FCF yield 0.5% below 5%'],
GOOGL,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=26.0%'],['P/E not below 12.0'],
GOOGL,lynch_peg,Lynch PEG,True,0.9424,"['PEG=0.06', 'growth=294.0%']",[],
GOOGL,neff_pegy,Neff PEGY,True,0.947,"['PEGY=0.05', 'growth=294.0%', 'yield=26.0%']",[],
GOOGL,quality_value,Quality Value,True,0.8,"['ROE >= 12%: ROE=48.7%', 'Profit margin >= 5%: margin=54.8%', 'Debt/equity < 80%: D/E=19%', 'P/E < 20: P/E=16.9']",['FCF yield below 3%'],
GOOGL,buffett_quality,Buffett Quality,True,1.0,"['ROE >= 15%: ROE=48.7%', 'D/E < 60.0%: D/E=19%', 'margin >= 8%: margin=54.8%', 'P/E < 25.0: P/E=16.9']",[],
GOOGL,economic_moat,Economic Moat,True,1.0,"['high ROE=48.7%', 'solid ROA=22.2%', 'wide margin=54.8%', 'low leverage D/E=19%']",[],
GOOGL,high_dividend,High Dividend Yield,False,0.0847,"['yield=26.0%', 'universe rank 8%']",['not in top quartile for yield'],
GOOGL,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=26.0%', 'earnings growth: growth=294.0%', 'reasonable P/E: P/E=16.9']",[],
GOOGL,magic_formula,Magic Formula,True,0.604,['ROIC rank 71%'],[],
GOOGL,acquirers_multiple,Acquirer's Multiple,False,0.396,"['EV/EBIT=31.6', 'universe rank 40%']","['EV/EBIT 31.6 above 12.0', 'not in top 40% cheapest on EV/EBIT']",
GOOGL,dreman_contrarian,Dreman Contrarian,True,0.5283,"['low P/E rank 89%', 'low P/B rank 61%']",['dividend yield below median'],
GOOGL,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'current ratio improving', 'no share dilution', 'gross margin improving']","['F-Score 6/9 below 7', 'ROA improving', 'leverage declining', 'asset turnover improving']","{'f_score': 6, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': False}, {'name': 'OCF > net income', 'passed': True}, {'name': 'leverage declining', 'passed': False}, {'name': 'current ratio improving', 'passed': True}, {'name': 'no share dilution', 'passed': True}, {'name': 'gross margin improving', 'passed': True}, {'name': 'asset turnover improving', 'passed': False}]}"
GOOGL,composite_value,Composite Value,False,0.3436,['top-tier on trailing_pe (percentile 71%)'],[],
GOOGL,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=1.25', 'ratio=-5.47%']",['weak free-cash conversion'],
GOOGL,financial_health,Financial Health,True,1.0,"['D/E=19%', 'leverage=10.0%', 'CR=2.01', 'ratio=-0.7', 'coverage=175.3x']",[],
GOOG,graham_defensive,Graham Defensive,False,0.5,"['Current ratio >= 2: CR=2.72', 'Dividend payer: yield=26.00%']","['P/E >= 15', 'valuation too rich on P/B or P/E×P/B']",
GOOG,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=16.8', 'Debt/equity < 100%: D/E=19%', 'ROE > 8%: ROE=48.7%', 'Positive earnings growth: growth=294.0%']",['P/B >= 3'],
GOOG,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
GOOG,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=19%'],['P/B too high'],
GOOG,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
GOOG,earnings_yield,Earnings Yield,False,0.4958,['E/P=5.9% (P/E=16.8)'],['earnings yield 5.9% below 8%'],
GOOG,fcf_yield,FCF Yield,False,0.0547,['FCF yield=0.5%'],['FCF yield 0.5% below 5%'],
GOOG,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=26.0%'],['P/E not below 12.0'],
GOOG,lynch_peg,Lynch PEG,True,0.9428,"['PEG=0.06', 'growth=294.0%']",[],
GOOG,neff_pegy,Neff PEGY,True,0.9475,"['PEGY=0.05', 'growth=294.0%', 'yield=26.0%']",[],
GOOG,quality_value,Quality Value,True,0.8,"['ROE >= 12%: ROE=48.7%', 'Profit margin >= 5%: margin=54.8%', 'Debt/equity < 80%: D/E=19%', 'P/E < 20: P/E=16.8']",['FCF yield below 3%'],
GOOG,buffett_quality,Buffett Quality,True,1.0,"['ROE >= 15%: ROE=48.7%', 'D/E < 60.0%: D/E=19%', 'margin >= 8%: margin=54.8%', 'P/E < 25.0: P/E=16.8']",[],
GOOG,economic_moat,Economic Moat,True,1.0,"['high ROE=48.7%', 'solid ROA=22.2%', 'wide margin=54.8%', 'low leverage D/E=19%']",[],
GOOG,high_dividend,High Dividend Yield,False,0.0847,"['yield=26.0%', 'universe rank 8%']",['not in top quartile for yield'],
GOOG,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=26.0%', 'earnings growth: growth=294.0%', 'reasonable P/E: P/E=16.8']",[],
