ticker,model_id,model_name,passed,score,reasons,failed_criteria,details
0005.HK,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=348.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']",
0005.HK,graham_enterprising,Graham Enterprising,True,0.8,"['P/E < 25: P/E=17.7', 'P/B < 3: P/B=2.11', 'ROE > 8%: ROE=11.6%', 'Positive earnings growth: growth=2.6%']",['excessive leverage'],
0005.HK,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
0005.HK,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']",
0005.HK,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
0005.HK,earnings_yield,Earnings Yield,False,0.4702,['E/P=5.6% (P/E=17.7)'],['earnings yield 5.6% below 8%'],
0005.HK,fcf_yield,FCF Yield,False,1.0,['FCF yield=nan%'],['FCF yield nan% below 5%'],
0005.HK,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=348.0%'],['P/E not below 12.0'],
0005.HK,lynch_peg,Lynch PEG,False,0.0,"['PEG=6.82', 'growth=2.6%']","['growth 2.6% below 5% floor', 'PEG 6.82 >= 1.0']",
0005.HK,neff_pegy,Neff PEGY,True,0.9494,"['PEGY=0.05', 'growth=2.6%', 'yield=348.0%']",[],
0005.HK,quality_value,Quality Value,False,0.4,"['Profit margin >= 5%: margin=35.0%', 'P/E < 20: P/E=17.7']","['ROE below 12%', 'high leverage', 'FCF yield below 3%']",
0005.HK,buffett_quality,Buffett Quality,False,0.5,"['margin >= 8%: margin=35.0%', 'P/E < 25.0: P/E=17.7']","['ROE too low', 'too much debt']",
0005.HK,economic_moat,Economic Moat,False,0.25,['wide margin=35.0%'],"['ROE below 18%', 'ROA below 8%', 'leverage too high']",
0005.HK,high_dividend,High Dividend Yield,False,0.3896,"['yield=348.0%', 'universe rank 39%']",['not in top quartile for yield'],
0005.HK,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=348.0%', 'reasonable P/E: P/E=17.7']",['earnings not growing'],
0005.HK,magic_formula,Magic Formula,False,0.0,[],['missing EBIT/EV or ROIC inputs'],
0005.HK,acquirers_multiple,Acquirer's Multiple,False,0.0,[],['could not rank EV/EBIT'],
0005.HK,dreman_contrarian,Dreman Contrarian,False,0.362,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe', 'dividend yield below median']",
0005.HK,piotroski_f,Piotroski F-Score,False,0.5556,"['F-Score=5/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'no share dilution']","['F-Score 5/9 below 7', 'ROA improving', 'current ratio improving', 'gross margin improving', 'asset turnover improving']","{'f_score': 5, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': False}, {'name': 'OCF > net income', 'passed': True}, {'name': 'leverage declining', 'passed': True}, {'name': 'current ratio improving', 'passed': False}, {'name': 'no share dilution', 'passed': True}, {'name': 'gross margin improving', 'passed': False}, {'name': 'asset turnover improving', 'passed': False}]}"
0005.HK,composite_value,Composite Value,False,0.2615,[],"['missing fcf_yield', 'missing ev_ebitda']",
0005.HK,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=1.34', 'ratio=-0.23%']",['weak free-cash conversion'],
0005.HK,financial_health,Financial Health,False,0.4,"['leverage=7.9%', 'insufficient data — skipped']","['high debt to equity', 'weak liquidity', 'weak interest coverage']",
0388.HK,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=319.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']",
0388.HK,graham_enterprising,Graham Enterprising,False,0.6,"['Debt/equity < 100%: D/E=2%', 'ROE > 8%: ROE=35.0%', 'Positive earnings growth: growth=27.0%']","['P/E >= 25', 'P/B >= 3']",
0388.HK,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
0388.HK,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=2%'],['P/B too high'],
0388.HK,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
0388.HK,earnings_yield,Earnings Yield,False,0.3033,['E/P=3.6% (P/E=27.5)'],['earnings yield 3.6% below 8%'],
0388.HK,fcf_yield,FCF Yield,False,1.0,['FCF yield=nan%'],['FCF yield nan% below 5%'],
0388.HK,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=319.0%'],['P/E not below 12.0'],
0388.HK,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.02', 'growth=27.0%']",['PEG 1.02 >= 1.0'],
0388.HK,neff_pegy,Neff PEGY,True,0.9206,"['PEGY=0.08', 'growth=27.0%', 'yield=319.0%']",[],
0388.HK,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=35.0%', 'Profit margin >= 5%: margin=62.6%', 'Debt/equity < 80%: D/E=2%']","['P/E >= 20', 'FCF yield below 3%']",
0388.HK,buffett_quality,Buffett Quality,False,0.75,"['ROE >= 15%: ROE=35.0%', 'D/E < 60.0%: D/E=2%', 'margin >= 8%: margin=62.6%']",['P/E too high'],
0388.HK,economic_moat,Economic Moat,True,0.75,"['high ROE=35.0%', 'wide margin=62.6%', 'low leverage D/E=2%']",['ROA below 8%'],
0388.HK,high_dividend,High Dividend Yield,False,0.3636,"['yield=319.0%', 'universe rank 36%']",['not in top quartile for yield'],
0388.HK,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=319.0%', 'earnings growth: growth=27.0%']",['P/E out of range'],
0388.HK,magic_formula,Magic Formula,True,0.7909,"['earnings yield rank 65%', 'ROIC rank 93%']",[],
0388.HK,acquirers_multiple,Acquirer's Multiple,False,0.6104,"['EV/EBIT=13.0', 'universe rank 61%']",['EV/EBIT 13.0 above 12.0'],
0388.HK,dreman_contrarian,Dreman Contrarian,False,0.1667,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe', 'dividend yield below median']",
0388.HK,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'no share dilution', 'gross margin improving']","['F-Score 6/9 below 7', 'ROA improving', 'current ratio improving', 'asset turnover improving']","{'f_score': 6, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': False}, {'name': 'OCF > net income', 'passed': True}, {'name': 'leverage declining', 'passed': True}, {'name': 'current ratio improving', 'passed': False}, {'name': 'no share dilution', 'passed': True}, {'name': 'gross margin improving', 'passed': True}, {'name': 'asset turnover improving', 'passed': False}]}"
0388.HK,composite_value,Composite Value,False,0.175,[],['missing fcf_yield'],
0388.HK,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=1.44', 'ratio=-1.36%']",['weak free-cash conversion'],
0388.HK,financial_health,Financial Health,False,0.8,"['D/E=2%', 'leverage=0.1%', 'ratio=-13.3', 'coverage=3.5x']",['weak liquidity'],
0939.HK,graham_defensive,Graham Defensive,False,0.75,"['P/E < 15: P/E=6.1', 'P/B < 1.5 or P/E×P/B < 22.5: P/B=0.58', 'Dividend payer: yield=477.00%']",['current ratio < 2'],
0939.HK,graham_enterprising,Graham Enterprising,False,0.6,"['P/E < 25: P/E=6.1', 'P/B < 3: P/B=0.58', 'ROE > 8%: ROE=9.5%']","['excessive leverage', 'negative earnings growth']",
0939.HK,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
0939.HK,schloss,Schloss Low P/B,False,0.5,['P/B < 1.2: P/B=0.58'],['too much leverage'],
0939.HK,deep_value,Deep Value,False,0.5,['P/B=0.58'],['EV/EBITDA not below 8'],
0939.HK,earnings_yield,Earnings Yield,True,1.0,['E/P=16.4% (P/E=6.1)'],[],
0939.HK,fcf_yield,FCF Yield,False,1.0,['FCF yield=nan%'],['FCF yield nan% below 5%'],
0939.HK,low_pe_high_yield,Low P/E + High Yield,True,1.0,"['P/E=6.1', 'yield=477.0%']",[],
0939.HK,lynch_peg,Lynch PEG,False,0.2,[],['missing or negative earnings growth'],
0939.HK,neff_pegy,Neff PEGY,True,0.9872,"['PEGY=0.01', 'growth=0.0%', 'yield=477.0%']",[],
0939.HK,quality_value,Quality Value,False,0.4,"['Profit margin >= 5%: margin=55.6%', 'P/E < 20: P/E=6.1']","['ROE below 12%', 'high leverage', 'FCF yield below 3%']",
0939.HK,buffett_quality,Buffett Quality,False,0.5,"['margin >= 8%: margin=55.6%', 'P/E < 25.0: P/E=6.1']","['ROE too low', 'too much debt']",
0939.HK,economic_moat,Economic Moat,False,0.25,['wide margin=55.6%'],"['ROE below 18%', 'ROA below 8%', 'leverage too high']",
0939.HK,high_dividend,High Dividend Yield,False,0.5974,"['yield=477.0%', 'universe rank 60%']",['not in top quartile for yield'],
0939.HK,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=477.0%', 'reasonable P/E: P/E=6.1']",['earnings not growing'],
0939.HK,magic_formula,Magic Formula,False,0.0,[],['missing EBIT/EV or ROIC inputs'],
0939.HK,acquirers_multiple,Acquirer's Multiple,False,0.0,[],['could not rank EV/EBIT'],
0939.HK,dreman_contrarian,Dreman Contrarian,True,0.7985,"['low P/E rank 97%', 'low P/B rank 82%', 'dividend rank 60%']",[],
0939.HK,piotroski_f,Piotroski F-Score,False,0.4444,"['F-Score=4/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining']","['F-Score 4/9 below 7', 'ROA improving', 'current ratio improving', 'no share dilution', 'gross margin improving', 'asset turnover improving']","{'f_score': 4, 'max_score': 9, 'components': [{'name': 'positive net income', 'passed': True}, {'name': 'positive operating cash flow', 'passed': True}, {'name': 'ROA improving', 'passed': False}, {'name': 'OCF > net income', 'passed': True}, {'name': 'leverage declining', 'passed': True}, {'name': 'current ratio improving', 'passed': False}, {'name': 'no share dilution', 'passed': False}, {'name': 'gross margin improving', 'passed': False}, {'name': 'asset turnover improving', 'passed': False}]}"
0939.HK,composite_value,Composite Value,True,0.7769,"['top-tier on trailing_pe (percentile 90%)', 'top-tier on price_to_book (percentile 80%)']","['missing fcf_yield', 'missing ev_ebitda']",
0939.HK,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=6.20', 'ratio=-3.86%']",['weak free-cash conversion'],
0939.HK,financial_health,Financial Health,False,0.4,"['leverage=6.8%', 'insufficient data — skipped']","['high debt to equity', 'weak liquidity', 'weak interest coverage']",
1299.HK,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=244.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']",
1299.HK,graham_enterprising,Graham Enterprising,True,1.0,"['P/E < 25: P/E=17.1', 'P/B < 3: P/B=2.45', 'Debt/equity < 100%: D/E=47%', 'ROE > 8%: ROE=14.8%', 'Positive earnings growth: growth=9.4%']",[],
1299.HK,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
1299.HK,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=47%'],['P/B too high'],
1299.HK,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
1299.HK,earnings_yield,Earnings Yield,False,0.4869,['E/P=5.8% (P/E=17.1)'],['earnings yield 5.8% below 8%'],
1299.HK,fcf_yield,FCF Yield,False,0.0621,['FCF yield=0.6%'],['FCF yield 0.6% below 5%'],
1299.HK,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=244.0%'],['P/E not below 12.0'],
1299.HK,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.82', 'growth=9.4%']",['PEG 1.82 >= 1.0'],
1299.HK,neff_pegy,Neff PEGY,True,0.9325,"['PEGY=0.07', 'growth=9.4%', 'yield=244.0%']",[],
