ticker,model_id,model_name,passed,score,reasons,failed_criteria,details
0005.HK,graham_defensive,Graham Defensive,False,0.5,"['P/E < 15: P/E=14.6', 'Dividend payer: yield=365.00%']","['valuation too rich on P/B or P/E×P/B', 'current ratio < 2']",
0005.HK,graham_enterprising,Graham Enterprising,False,0.6,"['P/E < 25: P/E=14.6', 'P/B < 3: P/B=2.03', 'ROE > 8%: ROE=13.1%']","['excessive leverage', 'negative earnings growth']",
0005.HK,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
0005.HK,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']",
0005.HK,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
0005.HK,earnings_yield,Earnings Yield,False,0.569,['E/P=6.8% (P/E=14.6)'],['earnings yield 6.8% below 8%'],
0005.HK,fcf_yield,FCF Yield,False,1.0,['FCF yield=nan%'],['FCF yield nan% below 5%'],
0005.HK,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=365.0%'],['P/E not below 12.0'],
0005.HK,lynch_peg,Lynch PEG,False,0.0,"['PEG=nan', 'growth=nan%']",[],
0005.HK,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=nan%', 'yield=365.0%']",['PEGY nan >= 1.0'],
0005.HK,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=13.1%', 'Profit margin >= 5%: margin=37.8%', 'P/E < 20: P/E=14.6']","['high leverage', 'FCF yield below 3%']",
0005.HK,buffett_quality,Buffett Quality,False,0.5,"['margin >= 8%: margin=37.8%', 'P/E < 25.0: P/E=14.6']","['ROE too low', 'too much debt']",
0005.HK,economic_moat,Economic Moat,False,0.25,['wide margin=37.8%'],"['ROE below 18%', 'ROA below 8%', 'leverage too high']",
0005.HK,high_dividend,High Dividend Yield,False,0.4156,"['yield=365.0%', 'universe rank 42%']",['not in top quartile for yield'],
0005.HK,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=365.0%', 'reasonable P/E: P/E=14.6']",['earnings not growing'],
0005.HK,magic_formula,Magic Formula,False,0.0,[],['missing EBIT/EV or ROIC inputs'],
0005.HK,acquirers_multiple,Acquirer's Multiple,False,0.0,[],['could not rank EV/EBIT'],
